title,authors,year,doi,arxiv_id,journal,citations,source,has_doi
"Why is ""Problems"" Predictive of Positive Sentiment? A Case Study of Explaining Unintuitive Features in Sentiment Classification","['Jiaming Qu', 'Jaime Arguello', 'Yue Wang']",,10.1145/3630106.3658547,,,,arXiv,True
